batch_id,factory_name,city,state,industry_type,waste_type,material_category,quantity_kg,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,contaminants,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,workforce_requirement_score,machinery_compatibility_score,logistics_complexity_score,circularity_score,carbon_reduction_tons,water_recovery_percent,energy_savings_percent,estimated_market_value_inr,recommended_product,predicted_market_demand,recommended_buyer,treatment_dependency,ai_segmentation_category,esg_impact_score,estimated_payback_months,upload_date
SEC-319-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,8325.5,7.35,863.63,566.63,2119.51,153.17,3982.54,299.79,8.94,57.61,Oil Residue,92.75,88.06,33.19,35.88,5.7,57.49,75.65,63.69,34.17,95.3,37.98,2744836.9,Thermal Insulation Boards,Very High,Reliance Circular Ventures,Low,Moderately Recoverable,60.47,7.8,2025-11-15
SEC-319-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,14847.13,8.43,1028.43,390.85,5191.63,613.0,1354.36,259.88,53.07,40.38,Organic Contaminants,65.11,55.06,55.5,44.31,5.41,50.75,44.91,53.38,347.89,48.29,57.67,2635018.16,Thermal Insulation Boards,High,GreenBuild Gujarat,Medium,Low Recovery Potential,83.26,27.1,2025-11-15
SEC-319-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Mixed,14036.79,7.83,705.3,229.83,6674.88,639.41,5852.19,93.13,5.67,44.46,Organic Contaminants,86.13,94.81,37.04,18.43,8.64,52.22,66.31,33.86,379.34,57.18,50.84,1470552.49,Eco Packaging Sheets,Medium,UltraTech EcoBuild,Low,Needs Advanced Treatment,72.2,25.5,2025-11-15
SEC-320-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,6650.8,7.3,1297.48,617.29,468.69,518.71,4441.65,73.97,51.55,42.78,Color Pigments,93.8,80.45,36.94,28.5,9.67,61.26,31.33,81.46,179.09,66.49,27.16,478601.32,Compressed Construction Blocks,High,EcoPack India,Low,Highly Recoverable,51.66,26.5,2025-11-16
SEC-320-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Mixed,13832.99,6.48,1111.6,449.45,3428.79,536.72,463.8,575.75,34.2,34.79,Low Contamination,69.93,63.54,87.01,61.37,5.43,51.05,51.9,60.27,239.58,94.28,12.14,1914842.37,Thermal Insulation Boards,Medium,UltraTech EcoBuild,High,Highly Recoverable,51.05,15.6,2025-11-16
SEC-320-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,8416.34,7.82,911.01,346.07,8378.81,351.68,3353.35,26.72,25.59,34.39,Chromium,64.32,71.34,35.21,59.22,6.28,91.32,73.23,43.81,209.64,45.01,55.48,1654693.48,Thermal Insulation Boards,High,UltraTech EcoBuild,High,Low Recovery Potential,58.7,13.5,2025-11-16
SEC-320-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,8425.92,5.96,140.9,92.37,2413.01,336.72,1052.14,203.65,34.84,57.7,Color Pigments,60.94,56.59,87.22,36.47,2.31,78.47,62.42,94.85,412.73,17.94,24.96,1117823.43,Eco Bricks,Very High,EcoPack India,High,Moderately Recoverable,42.84,18.2,2025-11-16
SEC-320-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,2949.11,5.23,821.06,413.58,6817.29,273.06,1386.01,164.1,27.35,37.79,Oil Residue,40.17,36.59,84.84,18.0,6.64,84.58,63.78,52.46,237.39,59.44,12.44,798064.81,Industrial Pigments,High,GreenBuild Gujarat,High,Moderately Recoverable,89.34,15.3,2025-11-16
SEC-321-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,12280.79,6.19,521.06,577.48,6850.24,355.49,7900.01,170.74,12.59,26.5,Chromium,42.76,43.47,49.43,52.96,8.89,75.98,41.76,42.27,237.03,83.3,64.9,994283.73,Compressed Construction Blocks,Very High,UltraTech EcoBuild,Low,Low Recovery Potential,47.27,6.0,2025-11-17
SEC-321-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,11869.89,6.24,1014.54,411.67,5444.06,34.02,5567.98,43.92,49.41,31.12,Color Pigments,55.82,60.31,39.16,47.06,7.3,92.33,66.95,36.06,399.36,68.62,28.61,405898.0,Acoustic Insulation Panels,Medium,GreenBuild Gujarat,High,Low Recovery Potential,47.79,16.5,2025-11-17
SEC-321-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,11362.27,7.3,234.9,315.13,6281.57,615.83,1316.41,155.33,43.78,42.46,Color Pigments,53.68,55.95,62.02,27.24,6.22,93.13,61.08,93.03,385.41,51.58,18.56,1171887.41,Compressed Construction Blocks,Very High,GreenBuild Gujarat,Medium,Needs Advanced Treatment,41.67,14.8,2025-11-17
SEC-321-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,9376.13,5.72,160.47,290.38,1962.7,169.32,5120.32,373.85,14.95,42.23,Organic Contaminants,58.55,57.34,89.33,28.35,8.99,65.48,64.92,47.66,370.11,30.57,38.46,2878536.58,Eco Bricks,Very High,Reliance Circular Ventures,Medium,Moderately Recoverable,70.59,11.8,2025-11-17
SEC-322-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,7824.37,8.06,1017.36,194.61,2828.43,118.49,7123.15,10.12,16.57,33.78,Organic Contaminants,83.15,73.19,42.87,20.46,6.83,58.12,76.32,75.29,257.07,92.47,45.5,903117.83,Eco Bricks,High,Reliance Circular Ventures,Low,Highly Recoverable,55.75,19.2,2025-11-18
SEC-322-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,10565.84,7.42,861.51,550.36,6473.19,386.44,8119.64,118.52,55.76,45.73,Color Pigments,91.4,73.54,56.83,35.31,2.85,96.6,15.43,49.11,157.62,21.37,20.99,2802053.81,Acoustic Insulation Panels,Emerging,GreenBuild Gujarat,Low,Moderately Recoverable,57.6,15.7,2025-11-18
SEC-323-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,2436.41,6.7,1275.03,373.93,7064.23,459.09,5688.81,582.78,53.99,26.57,Chromium,64.74,61.47,83.77,20.5,2.9,80.13,52.24,96.29,314.7,60.69,42.73,3291741.16,Thermal Insulation Boards,High,GreenBuild Gujarat,Medium,Needs Advanced Treatment,37.55,5.8,2025-11-19
SEC-323-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,11871.48,7.21,523.38,361.61,3805.2,634.83,1412.97,481.45,54.07,53.79,Chromium,56.09,46.19,84.95,21.47,3.1,66.71,46.94,66.72,226.43,56.01,11.56,3811223.22,Industrial Pigments,High,JSW Green Materials,High,Highly Recoverable,74.4,16.9,2025-11-19
SEC-323-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,7260.67,7.32,1237.74,612.06,2326.61,467.78,4441.41,229.58,6.89,44.3,Low Contamination,48.21,47.95,58.04,35.88,3.72,70.87,55.37,57.63,388.73,90.29,59.97,4301021.18,Eco Packaging Sheets,Medium,Reliance Circular Ventures,High,Moderately Recoverable,62.84,4.7,2025-11-19
SEC-323-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,4447.53,7.66,185.29,306.01,7949.91,504.15,809.89,493.95,68.02,38.27,Heavy Metals,87.33,94.03,89.93,28.44,7.18,58.39,22.98,77.04,244.27,18.4,28.53,3260626.88,Industrial Pigments,Emerging,GreenBuild Gujarat,Medium,Moderately Recoverable,44.15,23.6,2025-11-19
SEC-323-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,1694.71,8.14,788.71,56.31,2518.6,69.05,4482.97,201.91,8.38,40.13,Chromium,48.13,46.1,77.56,16.75,9.98,79.17,44.56,70.5,6.21,91.74,44.24,1206179.13,Eco Bricks,Medium,GreenBuild Gujarat,Medium,Low Recovery Potential,83.01,25.7,2025-11-19
SEC-324-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,2937.74,6.75,650.56,313.48,3412.03,549.78,7933.63,487.05,59.06,41.94,Organic Contaminants,68.09,66.74,48.46,60.65,4.16,90.39,15.42,92.87,312.37,90.77,30.57,2661945.91,Thermal Insulation Boards,High,JSW Green Materials,High,Needs Advanced Treatment,51.45,16.3,2025-11-20
SEC-324-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Chemical,12151.49,8.62,526.63,482.18,8679.08,104.82,2441.03,310.59,61.33,35.42,Oil Residue,42.13,46.32,71.23,45.77,5.94,91.42,11.17,76.95,199.22,89.88,32.24,2723633.89,Thermal Insulation Boards,High,JSW Green Materials,Low,Moderately Recoverable,57.32,4.8,2025-11-20
SEC-325-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,11085.25,5.21,781.33,329.13,5863.5,357.56,7949.89,358.87,44.78,34.81,Color Pigments,83.67,76.34,85.08,57.2,3.84,65.05,45.45,94.05,199.66,73.79,45.63,1640445.86,Eco Packaging Sheets,Very High,UltraTech EcoBuild,High,Highly Recoverable,76.36,23.8,2025-11-21
SEC-325-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Textile,14774.25,5.75,1069.21,437.27,4503.29,24.79,6530.37,122.76,12.59,30.83,Chromium,91.93,90.04,43.0,58.7,7.56,89.99,55.9,58.2,360.42,84.48,29.67,3722838.54,Acoustic Insulation Panels,High,JSW Green Materials,High,Needs Advanced Treatment,36.83,23.0,2025-11-21
SEC-325-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Mixed,1128.7,6.0,851.79,685.52,3638.86,390.66,3820.89,517.53,40.91,46.17,Heavy Metals,46.12,47.7,49.38,54.29,7.89,54.54,67.88,85.5,185.28,17.68,43.43,1005424.93,Eco Bricks,Medium,UltraTech EcoBuild,Low,Highly Recoverable,91.92,13.3,2025-11-21
SEC-325-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Polymer,1761.75,6.76,301.83,110.9,2307.22,297.95,5151.94,573.61,52.45,42.29,Chromium,49.2,51.4,47.27,48.5,7.56,93.63,65.33,59.33,372.66,56.38,21.55,125435.92,Acoustic Insulation Panels,Very High,GreenBuild Gujarat,Low,Needs Advanced Treatment,45.07,5.1,2025-11-21
SEC-325-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Textile,8510.76,5.93,190.21,519.39,7796.42,225.27,1485.24,538.49,28.7,39.91,Chromium,44.36,46.91,42.57,16.0,1.72,76.71,71.32,70.58,444.02,43.03,27.45,132063.33,Thermal Insulation Boards,Medium,EcoPack India,High,Moderately Recoverable,71.75,25.9,2025-11-21
SEC-326-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,7805.95,8.22,1047.04,114.57,4700.7,114.07,7111.93,593.35,60.22,31.25,Chromium,71.76,74.03,68.25,22.69,9.87,84.24,21.44,83.95,74.86,89.32,12.87,4220853.53,Compressed Construction Blocks,High,Reliance Circular Ventures,Low,Needs Advanced Treatment,76.74,6.7,2025-11-22
SEC-326-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Textile,1162.68,6.36,576.99,190.45,3337.31,369.65,4918.99,215.31,69.93,39.65,Low Contamination,68.31,67.88,83.47,56.06,2.51,52.37,12.8,78.42,293.26,16.61,28.69,157041.76,Eco Bricks,Very High,GreenBuild Gujarat,High,Moderately Recoverable,40.13,7.9,2025-11-22
SEC-326-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,5029.1,7.28,1038.59,214.38,6637.76,277.45,1463.16,496.73,2.9,43.54,Oil Residue,46.81,38.15,53.41,34.5,6.65,61.89,25.42,92.88,338.21,29.33,22.2,1390736.18,Compressed Construction Blocks,Medium,EcoPack India,Medium,Moderately Recoverable,91.07,19.1,2025-11-22
SEC-327-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,11499.67,7.11,784.78,177.43,5375.05,294.93,4296.9,332.55,22.53,45.87,Color Pigments,89.67,86.92,85.69,12.01,7.32,87.84,41.53,96.11,278.49,20.34,55.73,1584189.32,Eco Packaging Sheets,Emerging,GreenBuild Gujarat,Low,Needs Advanced Treatment,63.34,12.2,2025-11-23
SEC-327-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,1773.36,5.82,345.32,487.15,630.59,290.93,4614.96,288.56,26.69,48.11,Organic Contaminants,72.21,80.79,33.79,15.01,8.83,52.89,38.24,81.65,365.58,83.19,13.03,1380886.92,Compressed Construction Blocks,Very High,Reliance Circular Ventures,High,Needs Advanced Treatment,80.76,19.9,2025-11-23
SEC-327-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,13250.3,7.01,813.28,353.36,653.06,124.96,583.04,587.81,51.98,43.01,Oil Residue,93.93,98.38,50.94,27.08,4.01,84.23,46.84,75.13,177.1,20.54,12.34,1635789.36,Eco Packaging Sheets,High,JSW Green Materials,Medium,Highly Recoverable,54.61,28.6,2025-11-23
SEC-328-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Mixed,944.6,5.64,1161.25,359.7,3787.43,408.84,4174.67,412.44,22.96,55.33,Chromium,66.62,57.28,57.36,46.87,7.01,92.01,38.02,54.87,49.27,79.72,18.73,1359236.2,Eco Packaging Sheets,Emerging,Reliance Circular Ventures,High,Highly Recoverable,52.14,17.0,2025-11-24
SEC-328-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Textile,12779.02,8.17,932.09,66.4,7567.08,394.09,3219.51,101.48,14.14,42.65,Oil Residue,87.07,80.17,91.33,28.16,8.04,96.74,63.03,88.29,334.76,85.02,41.09,646002.18,Acoustic Insulation Panels,Medium,JSW Green Materials,Medium,Low Recovery Potential,80.67,16.6,2025-11-24
SEC-328-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,13284.12,6.12,720.86,411.85,3076.02,53.74,6303.38,405.58,65.91,38.39,Low Contamination,65.58,63.22,30.62,12.19,6.76,84.67,41.57,30.81,201.23,15.62,18.11,2862342.75,Thermal Insulation Boards,High,JSW Green Materials,High,Moderately Recoverable,62.91,15.6,2025-11-24
SEC-329-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,3001.02,7.52,962.23,609.32,3996.81,344.5,4674.19,152.85,12.69,51.45,Oil Residue,69.38,61.74,31.05,19.53,3.18,90.27,43.34,63.48,409.65,37.3,18.95,2425806.63,Thermal Insulation Boards,Emerging,Reliance Circular Ventures,Low,Moderately Recoverable,38.8,15.0,2025-11-25
SEC-329-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,9114.89,7.39,983.33,322.08,1781.71,468.14,5998.67,389.61,26.71,56.53,Color Pigments,59.55,52.91,86.83,17.49,3.5,54.64,49.89,89.58,140.34,92.98,53.5,227520.35,Eco Packaging Sheets,High,JSW Green Materials,Medium,Highly Recoverable,65.13,9.2,2025-11-25
SEC-329-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,14138.56,8.6,821.55,571.69,5332.24,440.01,333.24,90.76,22.91,38.88,Color Pigments,97.89,99.41,64.46,46.8,8.7,75.08,68.36,31.22,423.84,41.35,59.76,1561853.84,Industrial Pigments,Emerging,UltraTech EcoBuild,High,Highly Recoverable,81.24,11.4,2025-11-25
SEC-329-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,6503.22,7.62,793.49,410.06,8086.63,213.4,5655.28,580.83,59.26,36.89,Oil Residue,84.65,90.92,91.2,14.12,1.01,72.83,24.34,36.12,276.85,21.15,57.42,1692812.09,Thermal Insulation Boards,Medium,Reliance Circular Ventures,Medium,Highly Recoverable,56.81,28.7,2025-11-25
SEC-330-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,3611.19,8.28,1026.93,451.38,7825.8,396.61,3741.63,413.4,69.6,38.27,Chromium,71.08,74.12,26.94,10.06,1.34,63.36,32.49,81.45,266.3,20.24,43.03,2647070.9,Thermal Insulation Boards,Emerging,GreenBuild Gujarat,High,Moderately Recoverable,77.92,20.3,2025-11-26
SEC-330-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Polymer,8518.54,7.58,1296.36,152.83,7545.27,163.99,5773.91,75.1,65.38,32.23,Heavy Metals,73.44,76.65,38.57,11.63,4.69,71.73,71.22,95.91,211.19,53.85,23.55,2544103.75,Thermal Insulation Boards,Very High,UltraTech EcoBuild,Medium,Needs Advanced Treatment,91.27,6.1,2025-11-26
SEC-330-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,3341.96,8.14,128.18,103.24,2373.44,641.47,7261.66,280.43,10.21,24.82,Oil Residue,42.79,44.6,81.92,49.45,4.5,59.82,70.47,90.51,375.03,71.37,33.07,1298690.59,Compressed Construction Blocks,Medium,GreenBuild Gujarat,Low,Moderately Recoverable,61.28,27.6,2025-11-26
SEC-330-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,10136.05,8.28,158.36,369.43,5714.55,366.54,6083.26,591.55,2.38,34.57,Oil Residue,45.7,36.72,90.97,26.36,6.65,86.02,70.67,67.61,142.54,20.68,53.51,744888.98,Compressed Construction Blocks,Medium,JSW Green Materials,Medium,Low Recovery Potential,65.56,14.4,2025-11-26
SEC-331-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Polymer,10556.12,7.45,1361.79,518.99,1690.93,189.19,5215.04,193.81,13.82,38.12,Low Contamination,66.31,53.82,61.17,54.49,1.48,67.82,51.92,41.25,213.82,89.77,13.59,2901405.23,Industrial Pigments,High,UltraTech EcoBuild,Medium,Moderately Recoverable,52.42,27.6,2025-11-27
SEC-331-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,1986.13,5.91,765.24,83.17,4057.93,38.35,2458.6,239.92,65.37,43.11,Heavy Metals,52.39,42.71,40.81,43.72,4.63,81.69,18.9,96.0,220.32,34.92,39.71,1969307.63,Compressed Construction Blocks,Very High,JSW Green Materials,Low,Moderately Recoverable,47.95,25.5,2025-11-27
SEC-331-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Mixed,14795.95,6.4,1088.9,402.9,6122.59,201.69,3501.33,433.54,30.87,41.27,Low Contamination,94.12,100.1,43.68,19.18,6.05,64.58,15.24,52.05,16.95,95.43,43.16,3152401.5,Compressed Construction Blocks,Medium,Reliance Circular Ventures,High,Needs Advanced Treatment,69.85,8.3,2025-11-27
SEC-331-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Mixed,11289.0,6.17,558.69,379.2,8099.09,585.9,2456.39,362.54,3.23,32.41,Heavy Metals,56.27,46.43,43.75,53.33,8.17,62.7,10.89,51.25,259.69,61.38,33.47,3766483.33,Compressed Construction Blocks,Medium,EcoPack India,High,Needs Advanced Treatment,74.07,16.9,2025-11-27
SEC-331-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,1372.5,5.62,261.24,235.69,686.36,365.12,6267.93,211.14,23.84,47.58,Low Contamination,55.99,46.26,43.66,22.03,3.16,83.14,28.15,92.45,340.64,86.68,36.97,3389013.05,Acoustic Insulation Panels,Medium,GreenBuild Gujarat,High,Low Recovery Potential,47.41,6.0,2025-11-27
SEC-332-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Textile,4333.67,7.26,272.57,229.42,1403.65,159.79,1244.76,79.67,5.47,34.16,Heavy Metals,64.96,61.1,30.55,39.02,8.12,53.89,63.92,74.66,407.35,61.89,48.63,3335002.94,Industrial Pigments,High,GreenBuild Gujarat,High,Low Recovery Potential,76.04,16.3,2025-11-28
SEC-332-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,6554.2,8.66,1330.97,295.97,4024.21,410.91,7695.08,460.11,57.26,55.35,Chromium,87.62,74.9,54.91,42.56,8.6,89.49,24.94,60.34,234.99,58.9,33.89,636812.47,Eco Packaging Sheets,High,Reliance Circular Ventures,High,Low Recovery Potential,68.41,23.1,2025-11-28
SEC-332-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,7261.35,6.49,151.0,650.04,5820.31,222.71,783.26,414.66,50.93,42.48,Color Pigments,46.42,48.71,32.59,32.04,8.84,83.59,12.54,57.93,237.73,59.73,54.87,2597343.24,Acoustic Insulation Panels,Emerging,UltraTech EcoBuild,Medium,Moderately Recoverable,75.81,17.2,2025-11-28
SEC-332-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Textile,8199.23,6.5,401.83,80.96,8872.29,532.34,8177.98,352.14,11.72,55.56,Oil Residue,96.06,89.64,33.59,51.26,4.51,73.32,16.89,30.9,269.63,42.98,25.5,4397962.13,Industrial Pigments,Emerging,UltraTech EcoBuild,High,Highly Recoverable,96.38,12.2,2025-11-28
SEC-333-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,14162.86,6.03,1071.95,58.59,2362.67,380.92,5650.58,91.24,40.14,50.79,Organic Contaminants,62.44,66.58,51.58,17.16,4.23,51.79,65.2,96.74,208.54,38.01,21.91,1935891.27,Thermal Insulation Boards,Very High,JSW Green Materials,Medium,Needs Advanced Treatment,65.55,20.5,2025-11-29
SEC-333-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,11109.31,7.86,1121.93,124.94,4193.11,285.92,894.61,96.37,2.81,36.85,Organic Contaminants,52.32,54.19,57.44,19.37,1.62,78.61,18.1,48.46,383.15,34.63,53.09,3686150.12,Thermal Insulation Boards,High,UltraTech EcoBuild,Medium,Highly Recoverable,43.63,13.6,2025-11-29
SEC-334-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Mixed,1022.0,5.87,1239.7,596.14,6555.96,240.95,6423.49,163.77,21.13,48.34,Color Pigments,97.03,81.37,82.41,61.81,2.32,45.61,41.13,93.03,343.08,57.45,37.15,989465.44,Industrial Pigments,High,JSW Green Materials,Medium,Low Recovery Potential,95.27,29.1,2025-11-30
SEC-334-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Textile,10592.01,7.76,477.55,502.83,5952.46,426.01,3815.85,345.42,30.88,27.46,Chromium,75.02,75.37,39.22,60.41,1.65,88.25,32.69,75.99,332.37,95.54,25.72,2158991.81,Compressed Construction Blocks,Very High,Reliance Circular Ventures,Low,Low Recovery Potential,83.53,16.0,2025-11-30
SEC-334-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Textile,6265.59,8.0,1174.35,185.86,6246.55,497.1,4760.53,440.29,40.39,56.22,Oil Residue,89.13,75.39,87.21,18.27,5.36,58.63,36.07,58.38,14.3,18.53,12.74,1494854.21,Eco Bricks,Emerging,JSW Green Materials,Low,Highly Recoverable,53.88,25.7,2025-11-30
SEC-334-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,9688.11,7.87,1112.39,413.64,5396.88,99.28,4970.26,591.22,38.87,33.33,Heavy Metals,69.68,56.38,76.89,16.16,1.08,93.02,27.83,76.48,218.1,69.28,40.65,2376070.65,Compressed Construction Blocks,Very High,EcoPack India,Low,Needs Advanced Treatment,86.55,11.2,2025-11-30
SEC-334-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,13404.0,6.13,919.14,501.05,3834.79,525.64,5776.04,262.73,9.46,29.27,Oil Residue,68.07,62.35,39.21,14.58,9.45,66.72,61.76,98.78,377.07,44.66,14.12,202866.56,Eco Packaging Sheets,Emerging,GreenBuild Gujarat,Low,Highly Recoverable,96.94,15.8,2025-11-30
SEC-335-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,4958.73,8.24,976.45,510.6,3756.74,184.76,2372.39,438.26,55.76,29.27,Low Contamination,84.58,83.61,43.88,61.61,6.63,94.93,12.55,96.34,139.01,56.76,22.4,1885412.8,Eco Bricks,Very High,EcoPack India,High,Moderately Recoverable,39.43,9.7,2025-12-01
SEC-335-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,8376.88,6.72,887.68,465.23,2745.17,79.22,2870.9,14.51,44.44,28.5,Chromium,96.53,84.39,39.55,19.32,2.02,69.21,61.73,54.05,10.56,87.78,17.52,3921241.73,Compressed Construction Blocks,High,EcoPack India,Low,Low Recovery Potential,59.39,4.4,2025-12-01
SEC-336-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,4080.12,8.29,1269.75,472.22,7826.81,499.02,5739.97,50.83,29.46,34.79,Low Contamination,83.22,80.26,37.65,34.01,9.92,96.52,23.26,64.79,163.13,72.04,21.37,4388002.58,Eco Packaging Sheets,Medium,Reliance Circular Ventures,Low,Moderately Recoverable,80.41,9.6,2025-12-02
